sample_group	scientific_name	latitude_wgs84	longitude_wgs84	etrs_tm35fin_easting_m	etrs_tm35fin_northing_m	coordinate_accuracy_m	temp_mean_7d	temp_mean_14d	temp_mean_30d	temp_min_7d	temp_max_7d	rain_mean_7d	rain_mean_14d	rain_mean_30d	rainy_days_14d	event_year	event_month	day_of_year	Has Boletus edulis	longitude_partition
boletus_edulis	Boletus edulis	60.74542	21.75615	214323.727	6745848.949	488	17.0053	16.9717	16.7645	9.1793	23.6165	0.2573	1.2504	2.0819	8	2026	8	219	1	1
boletus_edulis	Boletus edulis	60.74542	21.75615	214323.727	6745848.949	488	15.7374	16.8659	15.7326	8.8296	22.4583	3.3004	3.3687	3.4447	9	2020	7	212	1	1
boletus_edulis	Boletus edulis	60.74542	21.75615	214323.727	6745848.949	488	15.7374	16.8659	15.7326	8.8296	22.4583	3.3004	3.3687	3.4447	9	2020	7	212	1	1
boletus_edulis	Boletus edulis	60.74542	21.75615	214323.727	6745848.949	488	16.0547	17.6352	18.6067	6.6376	23.8907	2.6754	2.9698	1.3905	8	2021	8	220	1	1
other_agaricoid	Russula paludosa	60.74542	21.75615	214323.727	6745848.949	488	17.6627	17.1361	17.1874	12.565	24.6017	5.5342	3.3745	2.1204	10	2023	8	216	0	1
other_agaricoid	Mycena pura	60.74542	21.75615	214323.727	6745848.949	488	17.2539	18.6367	18.5325	11.7273	22.4427	1.9925	1.6882	1.9007	9	2024	8	217	0	1
other_agaricoid	Cortinarius mucosus	60.74542	21.75615	214323.727	6745848.949	488	13.8653	15.9079	16.2812	3.1378	20.9741	3.1132	1.5566	2.5381	5	2024	9	260	0	1
other_agaricoid	Russula vinosa	60.74435	21.75785	214406.686	6745722.629	10	16.7878	17.449	19.8114	9.9975	25.0795	3.2332	2.5995	2.1363	7	2025	8	228	0	1
other_agaricoid	Chlorophyllum rhacodes	59.88464	21.77013	207477.076	6650124.439	49	10.8294	12.7183	14.6244	8.1256	13.8789	0.1339	1.8374	1.3783	6	2024	10	279	0	1
boletus_edulis	Boletus edulis	63.28846	21.77168	238005.8	7028417.653	188	12.0187	12.8527	15.8008	6.8189	17.4453	3.4927	3.4905	3.3075	10	2025	8	240	1	1
other_agaricoid	Russula vesca	63.0889	21.771796	236200.237	7006237.202	10	6.5912	7.6638	9.5899	-2.2724	11.2958	2.7823	2.3806	1.9952	5	2021	9	268	0	1
other_agaricoid	Russula farinipes	60.498719	21.773504	213082.294	6718355.807	100	15.4591	15.1151	15.6328	10.5386	20.334	1.41	2.3185	1.658	6	2023	9	271	0	1
boletus_edulis	Boletus edulis	59.95598	21.77714	208495.759	6658021.866	10	14.9067	14.1342	16.1456	11.7405	16.6312	2.1494	2.3891	1.7809	9	2025	9	244	1	1
other_agaricoid	Clitopilus prunulus	61.49258	21.77753	222132.7	6828794.698	10	7.8463	10.0651	13.4827	-1.4897	17.0478	0.0276	2.0582	2.6374	7	2025	10	274	0	1
other_agaricoid	Lentinus brumalis	63.0539	21.8167	238147.654	7002163.221	1	6.3249	4.1207	3.6001	-4.3333	17.9699	0.0	0.3781	0.5614	4	2021	4	111	0	1
other_agaricoid	Clitocybe fragrans	61.29328	21.82755	223029.707	6806431.143	10	6.1194	8.6384	8.2396	-1.1558	10.8448	4.6394	4.1187	2.6063	12	2021	10	290	0	1
boletus_edulis	Boletus edulis	63.0331	21.8304	238652.206	6999795.495	1	11.4016	13.0255	13.8095	5.1783	18.0964	1.1071	1.9029	2.7148	8	2018	9	262	1	1
other_agaricoid	Strobilurus stephanocystis	61.10055	21.83468	221714.118	6784979.968	10	4.9416	6.1586	5.0759	-1.6813	11.0224	2.1811	1.4132	0.7328	9	2023	5	122	0	1
boletus_edulis	Boletus edulis	60.58494	21.84237	217610.641	6727640.129	703	12.7	13.1214	14.3233	4.8	19.8	1.1526	1.4701	2.6969	11	2012	9	258	1	1
other_agaricoid	Pleurotus ostreatus	61.466126	21.847982	225642.686	6825555.822	1	9.9286	8.7234	9.6743	3.2379	16.8968	0.0231	1.3434	0.9023	3	2021	10	276	0	1
other_agaricoid	Amanita muscaria	60.40508	21.84961	216438.345	6707618.697	603	14.1146	14.7212	16.1891	8.4056	20.4639	3.3094	5.1564	3.8842	12	2021	8	241	0	1
other_agaricoid	Armillaria mellea	60.62859	21.85306	218575.855	6732445.68	10	10.2495	11.8827	12.8134	4.9288	16.0902	1.3046	1.3256	1.9179	2	2021	9	261	0	1
other_agaricoid	Chondrostereum purpureum	61.59283	21.8684	227840.163	6839553.021	246	3.1622	3.4609	3.0517	-1.3437	11.3449	0.1689	0.957	1.009	6	2026	4	92	0	1
other_agaricoid	Coprinellus disseminatus	61.463491	21.868706	226721.571	6825175.831	1	13.1482	13.4302	12.7147	6.4346	23.3274	0.0	1.9993	2.4848	2	2020	10	277	0	1
boletus_edulis	Boletus edulis	61.592361	21.900355	229528.372	6839367.633	1	12.3879	14.3844	14.8674	4.0862	20.6099	6.9058	3.6234	2.6017	8	2018	9	259	1	1
boletus_edulis	Boletus edulis	60.1975	21.90515	217705.168	6684308.534	10	14.6335	14.2738	15.8706	10.1194	21.2253	0.3729	2.2883	3.544	14	2021	9	246	1	1
other_agaricoid	Macrolepiota procera	60.37226	21.93126	220646.309	6703621.685	10	10.6721	12.1448	13.061	7.0275	15.2176	1.2967	1.3866	1.7031	2	2021	9	261	0	1
boletus_edulis	Boletus edulis	60.4784	21.94568	222347.472	6715358.271	10	17.8602	18.1151	18.6101	13.3605	23.3932	0.1862	2.2179	1.4734	7	2024	8	232	1	1
boletus_edulis	Boletus edulis	60.528014	21.960771	223598.628	6720809.436	1	15.1857	14.4714	15.9867	6.8	21.7	0.0	1.5399	3.106	5	2014	9	250	1	1
boletus_edulis	Boletus edulis	60.30333	21.96947	222163.331	6695798.309	27	16.2339	16.7325	17.3076	13.7353	19.3849	5.6956	4.7573	3.0392	11	2023	9	245	1	1
boletus_edulis	Boletus edulis	60.537333	21.983822	224940.457	6721748.588	1000	15.0	14.2714	15.7633	6.3	21.9	0.0	1.5318	3.1392	5	2014	9	250	1	1
boletus_edulis	Boletus edulis	60.14875	22.00154	222627.826	6678480.946	10	16.9094	17.1658	17.5879	13.6788	21.6842	5.7987	3.4458	2.5943	10	2023	8	243	1	1
boletus_edulis	Boletus edulis	60.607868	22.005663	226733.299	6729497.916	1	14.7857	16.2929	19.8333	8.3	21.3	7.5235	4.9685	3.252	12	2014	8	235	1	1
boletus_edulis	Boletus edulis	60.69422	22.00682	227527.517	6739091.86	100	13.0214	15.5856	16.244	2.7728	18.9202	1.2856	1.5855	2.5705	5	2024	9	262	1	1
other_agaricoid	Russula vinosa	60.69388	22.00864	227623.823	6739046.511	100	15.7689	13.9447	14.6645	11.6717	23.8826	0.5404	1.9985	1.8135	7	2025	9	248	0	1
boletus_edulis	Boletus edulis	60.69396	22.00874	227629.95	6739054.988	100	13.0214	15.5856	16.244	2.7728	18.9202	1.2856	1.5855	2.5705	5	2024	9	262	1	1
boletus_edulis	Boletus edulis	60.69425	22.00876	227633.495	6739087.141	100	13.0214	15.5856	16.244	2.7728	18.9202	1.2856	1.5855	2.5705	5	2024	9	262	1	1
other_agaricoid	Panellus ringens	62.999819	22.062744	250095.895	6995171.16	1	0.6699	-0.4222	-1.0339	-10.5708	10.6453	0.8445	0.7343	0.8227	9	2024	3	91	0	1
boletus_edulis	Boletus edulis	61.402509	22.062919	236536.267	6817597.31	1000	15.4581	15.4784	16.32	7.1712	22.5656	1.0564	1.7233	1.2509	5	2018	9	248	1	1
other_agaricoid	Chroogomphus rutilus	63.083028	22.06528	250935.989	7004411.969	1000	9.5231	10.1766	11.0843	1.6298	16.1677	3.4626	4.8298	3.6122	9	2020	9	266	0	1
boletus_edulis	Boletus edulis	62.90743	22.07124	249736.416	6984866.869	100	15.0704	14.783	14.9759	4.0889	25.1709	10.3789	5.6876	4.2186	11	2026	8	231	1	1
boletus_edulis	Boletus edulis	63.073633	22.077741	251483.796	7003319.189	1	11.5004	11.346	11.1742	6.16	19.5827	0.0214	1.0514	3.4112	8	2020	10	277	1	1
boletus_edulis	Boletus edulis	63.073798	22.07804	251500.278	7003336.376	1	14.5513	15.7159	15.5272	4.5071	21.9611	0.1731	0.1858	2.0494	4	2020	8	231	1	1
boletus_edulis	Boletus edulis	63.073671	22.078255	251510.033	7003321.424	100	11.6296	10.5507	11.2418	4.255	18.2962	2.05	3.4887	3.732	9	2020	9	271	1	1
boletus_edulis	Boletus edulis	62.86389	22.08072	249846.243	6979989.452	10	15.4191	15.7407	15.7365	4.1071	22.1787	10.4696	6.4036	4.6587	11	2022	8	223	1	1
boletus_edulis	Boletus edulis	60.61193	22.08201	230939.126	6729634.251	100	13.146	13.61	12.8947	7.0347	23.1444	0.0121	0.6992	1.4195	3	2020	10	277	1	1
boletus_edulis	Boletus edulis	60.459097	22.084766	229817.607	6712633.314	10	8.5517	11.4493	13.7456	1.3789	13.0985	2.3013	1.3827	2.565	10	2018	9	273	1	1
boletus_edulis	Boletus edulis	60.459323	22.087038	229944.217	6712649.107	100	12.6501	14.6767	16.0871	7.4497	17.4829	0.0743	0.4246	2.4653	6	2017	8	241	1	1
boletus_edulis	Boletus edulis	60.457541	22.091234	230159.77	6712433.791	100	12.6501	14.6767	16.0871	7.4497	17.4829	0.0743	0.4246	2.4653	6	2017	8	241	1	1
other_agaricoid	Russula claroflava	63.01644	22.09419	251826.595	6996897.085	100	14.9877	15.7333	16.1491	5.8461	20.5131	4.1673	2.8206	2.2734	9	2026	7	209	0	1
boletus_edulis	Boletus edulis	63.01332	22.10213	252201.195	6996519.558	100	13.972	14.5333	15.0832	4.4453	21.8355	0.5239	5.8857	3.998	10	2026	8	235	1	1
boletus_edulis	Boletus edulis	60.473811	22.10499	231049.775	6714186.115	100	14.7759	13.7562	15.654	8.0079	20.7485	1.9896	1.0408	2.1538	6	2017	9	247	1	1
other_agaricoid	Pholiota gummosa	60.473799	22.105007	231050.608	6714184.712	100	10.4193	11.8963	12.7376	3.8185	15.4701	1.1347	2.2839	1.5515	11	2017	9	263	0	1
boletus_edulis	Boletus edulis	60.310666	22.11327	230156.004	6696016.011	1000	13.9249	14.7204	16.2738	11.6257	16.7531	3.6264	3.2486	2.053	7	2020	9	257	1	1
other_agaricoid	Russula aeruginea	60.42119	22.11335	231073.468	6708302.247	128	17.0529	17.9216	17.256	12.674	23.6485	0.9121	2.0781	2.2708	7	2022	8	215	0	1
boletus_edulis	Boletus edulis	60.509	22.118	232054.485	6718044.856	1	15.5454	17.5781	17.4414	6.9254	20.21	0.6695	4.2915	4.2757	6	2026	7	206	1	1
other_agaricoid	Lactarius flexuosus	60.362005	22.118949	230892.715	6701699.955	1	8.8	11.2143	13.1767	3.2	15.2	5.3831	2.9881	1.8923	11	2009	10	276	0	1
other_agaricoid	Lactarius glyciosmus	60.362979	22.118994	230903.23	6701808.047	1	12.7306	12.4156	13.5491	7.8771	18.3506	2.932	1.5438	2.9893	4	2021	9	258	0	1
boletus_edulis	Boletus edulis	60.556719	22.121269	232627.904	6723336.361	1	15.3784	15.3372	16.0741	8.9973	21.319	2.68	3.9748	3.054	14	2015	7	209	1	1
boletus_edulis	Boletus edulis	60.532809	22.121405	232437.8	6720677.78	1000	21.1143	19.1143	18.4333	13.5	30.6	5.8476	3.5221	3.6416	6	2011	7	187	1	1
other_agaricoid	Calocybe gambosa	60.478955	22.122367	232045.803	6714687.029	100	10.602	11.2589	9.3398	4.6144	17.8993	3.984	3.0597	2.3548	9	2021	5	147	0	1
other_agaricoid	Amanita muscaria	60.466688	22.123546	232009.256	6713318.53	1	7.5143	6.8286	8.66	0.2	12.7	3.6038	3.0161	4.2719	11	2012	10	297	0	1
boletus_edulis	Boletus edulis	60.611001	22.123607	233204.331	6729361.292	1000	8.6587	7.965	10.2548	-1.7219	16.0955	3.411	1.7055	1.5424	2	2021	9	271	1	1
other_agaricoid	Hypholoma lateritium	61.32609	22.13448	239715.307	6808814.434	19	7.6845	8.2091	9.0031	0.6274	14.1193	0.6017	0.3417	0.96	6	2022	10	275	0	1
other_agaricoid	Mycena rosella	60.36623	22.14213	232203.878	6702075.124	17	7.5878	7.8438	8.3274	2.9507	11.576	3.254	3.3655	2.3587	11	2025	11	308	0	1
other_agaricoid	Atheniella flavoalba	60.364586	22.147267	232473.227	6701871.479	100	10.2772	10.7843	10.354	7.0281	12.3272	3.9119	2.6347	1.868	12	2022	10	290	0	1
boletus_edulis	Boletus edulis	60.27652	22.148552	231822.032	6692076.028	1000	9.9231	12.279	14.4694	5.7946	20.642	2.1343	2.0678	2.2357	11	2018	9	271	1	1
other_agaricoid	Fistulina hepatica	60.429312	22.14999	233154.019	6709055.99	1	12.0714	12.9643	13.9	1.0	19.2	2.5998	1.2999	1.2773	2	2014	9	266	0	1
other_agaricoid	Tapinella atrotomentosa	63.19584	22.15121	256216.052	7016624.222	327	18.8675	18.7411	17.3447	12.7082	27.2251	4.5328	4.4602	3.7368	11	2024	7	211	0	1
other_agaricoid	Cortinarius obtusus	60.357315	22.154062	232787.809	6701035.573	100	1.5721	2.8069	2.2989	-1.676	4.7309	2.5917	3.0122	2.4128	12	2021	1	1	0	1
other_agaricoid	Lycoperdon echinatum	60.37615	22.15455	232968.971	6703127.479	25	6.26	6.1599	8.1401	1.1331	9.4171	0.1423	1.158	1.0524	7	2024	11	315	0	1
other_agaricoid	Gymnopus aquosus	60.35683	22.15594	232887.266	6700974.035	100	17.9195	17.7842	17.2706	12.6547	25.5124	3.9117	4.2122	3.4645	6	2026	7	202	0	1
other_agaricoid	Coprinellus micaceus	61.03593	22.15797	238576.103	6776462.619	10	5.4938	7.9884	8.9435	-2.7154	11.6242	0.0342	1.6224	1.663	7	2025	10	291	0	1
other_agaricoid	Lactarius pallidus	60.429621	22.159574	233683.212	6709051.513	1	15.5158	16.402	17.0906	9.7018	23.6452	5.6245	4.3449	3.3197	11	2019	9	255	0	1
other_agaricoid	Lactarius pallidus	60.429659	22.159945	233703.91	6709054.236	10	7.1945	5.5823	7.211	-0.2348	11.479	2.7244	1.8655	1.7901	8	2019	10	289	0	1
other_agaricoid	Amanita citrina	60.431269	22.159992	233719.675	6709233.031	1000	15.4488	13.6819	13.8204	10.7268	22.282	0.6717	0.3477	1.8148	4	2020	9	273	0	1
other_agaricoid	Tubaria conspersa	60.432906	22.162862	233890.774	6709403.406	1	9.9828	10.8625	11.4639	5.0395	14.7565	0.3757	1.8256	1.2913	7	2022	9	268	0	1
boletus_edulis	Boletus edulis	62.99006	22.1659	255228.099	6993689.015	55	14.3299	14.2022	14.6245	4.9667	21.2434	0.5567	5.8629	3.5718	5	2026	8	241	1	1
boletus_edulis	Boletus edulis	60.62905	22.16722	235735.347	6731191.481	100	12.5098	14.0221	15.6273	5.3965	17.4741	5.2543	7.0786	4.8829	13	2021	8	239	1	1
other_agaricoid	Amanita regalis	60.61627	22.16735	235637.772	6729770.175	162	17.4524	17.2165	17.249	11.056	24.8508	0.5498	0.4582	2.2081	4	2024	8	242	0	1
boletus_edulis	Boletus edulis	60.94636	22.16949	238461.334	6766458.752	22	16.6221	16.6235	17.0481	9.6315	23.6825	6.5993	5.4407	3.2851	9	2021	8	229	1	1
boletus_edulis	Boletus edulis	60.47289	22.1726	234752.431	6713809.16	10	13.07	13.0727	15.0344	0.153	19.5511	2.7643	2.1097	3.1219	5	2024	9	271	1	1
other_agaricoid	Apioperdon pyriforme	60.43	22.175	234533.999	6709031.312	1	12.6711	13.1028	14.654	5.2616	17.5132	1.4902	1.9294	2.1545	9	2020	9	262	0	1
other_agaricoid	Amanita virosa	60.63344	22.17824	236373.077	6731635.237	100	12.7391	15.1561	17.4861	2.7216	24.8443	3.4224	4.2883	2.9498	9	2022	9	245	0	1
other_agaricoid	Cantharellula umbonata	60.595721	22.178432	236075.355	6727441.124	1000	9.4693	11.08	11.5707	2.133	18.0658	0.6434	1.0592	1.7097	9	2017	9	266	0	1
other_agaricoid	Gomphidius glutinosus	60.595721	22.178432	236075.355	6727441.124	1000	9.4693	11.08	11.5707	2.133	18.0658	0.6434	1.0592	1.7097	9	2017	9	266	0	1
other_agaricoid	Cuphophyllus pratensis	60.369851	22.185034	234595.622	6702303.945	1	14.7696	15.0243	15.366	9.6086	18.9388	0.7669	2.1992	2.0062	6	2016	9	250	0	1
other_agaricoid	Panaeolus acuminatus	62.743324	22.185201	254147.564	6966182.328	1000	5.1445	8.6976	11.8814	-2.9992	11.2652	2.5953	3.1048	2.7292	13	2019	9	264	0	1
other_agaricoid	Cortinarius armillatus	62.744783	22.185282	254163.841	6966344.237	1	5.1445	8.6976	11.8814	-2.9992	11.2652	2.5953	3.1048	2.7292	13	2019	9	264	0	1
boletus_edulis	Boletus edulis	61.51748	22.19145	244330.981	6829866.876	104	13.5821	14.9075	16.433	6.7648	19.2585	5.8882	5.207	3.9985	11	2021	8	235	1	1
other_agaricoid	Cortinarius caperatus	62.87418	22.19247	255606.657	6980703.85	100	14.9354	14.6088	14.7997	3.7528	25.1195	10.9685	5.9172	4.3374	10	2026	8	231	0	1
other_agaricoid	Langermannia gigantea	60.45121	22.19669	235898.271	6711302.0	10	2.5486	1.8786	-0.7979	-1.4393	7.3797	0.5902	0.9575	0.6891	8	2025	3	64	0	1
other_agaricoid	Russula pseudointegra	60.441976	22.197693	235878.327	6710271.393	1	17.9219	17.7701	17.5946	8.9575	26.1569	3.0311	2.0369	2.3983	6	2022	8	223	0	1
boletus_edulis	Boletus edulis	60.499674	22.199315	236436.172	6716679.415	1000	8.2429	8.6643	10.7133	-1.0	13.1	0.0	0.0	3.8694	0	2010	10	280	1	1
boletus_edulis	Boletus edulis	61.49553	22.19981	244594.8	6827393.689	32	16.4949	16.0814	16.2694	9.2891	23.6124	6.4832	3.8188	2.8985	9	2023	8	214	1	1
other_agaricoid	Chondrostereum purpureum	60.45295	22.2	236094.177	6711482.16	100	2.8898	3.1516	1.1654	-2.8944	8.9714	0.0875	0.8594	1.6021	7	2026	3	81	0	1
boletus_edulis	Boletus edulis	60.49793	22.20263	236603.788	6716472.244	100	12.5397	15.1122	18.1038	3.9807	21.6999	1.9266	1.1483	1.9532	7	2025	8	234	1	1
other_agaricoid	Tricholoma saponaceum	62.726197	22.204582	254993.841	6964204.192	100	5.0112	8.5785	11.7754	-3.2404	11.1039	2.5458	3.0705	2.7075	13	2019	9	264	0	1
other_agaricoid	Phlegmacium triumphans	60.426474	22.204831	236144.688	6708519.332	1000	12.5681	14.0094	15.7219	2.2104	19.8869	0.028	1.6235	2.3442	4	2024	9	266	0	1
other_agaricoid	Lactarius mammosus	60.656678	22.204878	238016.613	6734112.094	1000	12.3571	13.7143	13.4633	3.7	20.4	0.0	0.2729	2.8171	1	2014	9	259	0	1
boletus_edulis	Boletus edulis	62.725722	22.205179	255020.364	6964149.108	1	5.0112	8.5785	11.7754	-3.2404	11.1039	2.5458	3.0705	2.7075	13	2019	9	264	1	1
boletus_edulis	Boletus edulis	60.426763	22.206345	236230.239	6708545.391	1000	17.6665	17.6118	17.3793	11.8164	24.9162	1.2143	1.0075	2.982	8	2019	9	247	1	1
other_agaricoid	Lactarius rufus	60.497916	22.20841	236920.639	6716447.549	1000	11.9113	13.0281	13.7215	4.5707	17.7097	3.3422	2.6715	1.6793	7	2017	9	254	0	1
boletus_edulis	Boletus edulis	60.484715	22.210618	236934.706	6714971.092	1000	14.228	13.0591	15.0692	6.6853	20.4906	1.9769	1.0544	2.2783	6	2017	9	247	1	1
other_agaricoid	Russula vesca	60.484715	22.210618	236934.706	6714971.092	1000	14.228	13.0591	15.0692	6.6853	20.4906	1.9769	1.0544	2.2783	6	2017	9	247	0	1
boletus_edulis	Boletus edulis	60.48103	22.21242	237003.706	6714554.204	100	15.0759	16.5983	17.27	9.7434	20.1459	9.7319	7.3857	4.6379	10	2021	8	233	1	1
other_agaricoid	Hygrophoropsis aurantiaca	60.484203	22.214201	237127.125	6714899.843	1	5.5143	6.1929	5.5433	2.2	8.0	4.0971	4.6813	3.5079	12	2013	11	314	0	1
boletus_edulis	Boletus edulis	60.483379	22.215221	237176.411	6714804.158	1000	14.228	13.0591	15.0692	6.6853	20.4906	1.9769	1.0544	2.2783	6	2017	9	247	1	1
boletus_edulis	Boletus edulis	60.483323	22.216428	237242.178	6714793.109	1000	12.6386	14.2426	15.7514	4.7182	20.4906	0.8713	0.8136	2.8168	7	2017	8	242	1	1
boletus_edulis	Boletus edulis	60.491383	22.218768	237435.784	6715679.841	1000	8.2	8.6429	10.6933	-0.8	13.1	0.0	0.0	3.8484	0	2010	10	280	1	1
boletus_edulis	Boletus edulis	60.491383	22.218768	237435.784	6715679.841	1000	2.7571	3.1071	5.5933	-5.0	8.1	3.5394	2.1787	1.0707	9	2010	10	298	1	1
other_agaricoid	Chlorophyllum rhacodes	60.53831	22.21947	237854.092	6720894.203	100	17.6217	16.8387	17.0002	11.6821	24.1074	5.814	3.8967	2.4553	9	2023	8	217	0	1
boletus_edulis	Boletus edulis	60.482439	22.220087	237435.772	6714680.216	1000	15.8571	15.1714	16.4033	6.6	21.8	1.7946	3.7457	2.7792	9	2009	8	240	1	1
boletus_edulis	Boletus edulis	60.482439	22.220087	237435.772	6714680.216	1000	3.8286	3.7929	6.45	-4.9	8.9	1.9901	1.4973	0.6988	8	2010	10	296	1	1
boletus_edulis	Boletus edulis	60.482439	22.220087	237435.772	6714680.216	1000	10.7429	10.2571	11.0167	6.0	14.1	8.2094	7.2059	4.1312	10	2012	10	280	1	1
other_agaricoid	Schizophyllum commune	60.45436	22.22088	237252.194	6711555.338	10	10.2747	6.2815	5.373	-2.2642	21.531	2.0263	1.2666	0.6613	8	2025	4	109	0	1
other_agaricoid	Tricholoma batschii	60.35481	22.22123	236466.885	6700486.394	11	17.221	17.0446	15.2111	13.6733	22.9642	5.0008	2.5615	2.6504	6	2025	9	257	0	1
boletus_edulis	Boletus edulis	60.3525	22.22156	236466.404	6700228.258	21	13.9021	16.2203	16.65	8.1864	17.907	1.5338	1.5765	2.2248	4	2024	9	262	1	1
other_agaricoid	Lentinus brumalis	60.35607	22.22319	236585.018	6700618.633	10	4.3358	4.0145	2.5694	-4.1857	14.4121	0.0299	0.1584	0.2634	5	2025	4	96	0	1
boletus_edulis	Boletus edulis	60.484091	22.224598	237696.62	6714845.879	1000	6.1233	6.973	10.7776	-1.0818	13.2676	0.47	1.4117	2.5851	9	2018	10	280	1	1
other_agaricoid	Hygrophorus hypothejus	60.485308	22.225444	237752.868	6714977.807	1	1.9275	3.3228	2.9535	-3.8912	7.3532	2.043	2.023	3.4967	10	2015	12	353	0	1
other_agaricoid	Amanita fulva	62.89017	22.22583	257432.388	6982355.431	10	7.6852	9.1624	9.1416	-2.3423	14.4589	0.1272	2.2039	1.3721	8	2022	9	268	0	1
boletus_edulis	Boletus edulis	60.485038	22.225921	237776.855	6714945.887	1	-1.1143	2.6429	5.2767	-14.0	6.1	2.6228	3.0382	3.9005	11	2012	10	305	1	1
other_agaricoid	Laccaria laccata	60.34838	22.22771	236771.944	6699745.616	45	8.5507	11.0711	13.5821	2.4757	14.3333	0.1399	1.9651	1.6718	6	2024	10	279	0	1
boletus_edulis	Boletus edulis	60.54137	22.22806	238349.298	6721200.178	100	18.9879	17.8021	17.4359	11.06	32.4345	4.3652	4.5318	2.8284	10	2023	8	221	1	1
other_agaricoid	Lactarius aurantiacus	60.486138	22.228407	237922.123	6715058.272	1000	6.0958	8.3074	11.7695	-2.2845	12.5396	0.7668	1.4921	2.5616	10	2018	10	277	0	1
boletus_edulis	Boletus edulis	60.486173	22.228493	237927.123	6715061.821	1000	13.9429	14.0214	15.45	8.9	20.0	0.6512	5.0513	3.2656	8	2012	9	246	1	1
boletus_edulis	Boletus edulis	60.486145	22.228644	237935.181	6715058.106	1000	14.4	14.3714	14.3433	7.8	22.9	0.3288	0.1644	3.1195	2	2014	9	256	1	1
other_agaricoid	Armillaria borealis	60.486145	22.228644	237935.181	6715058.106	1000	14.4	14.3714	14.3433	7.8	22.9	0.3288	0.1644	3.1195	2	2014	9	256	0	1
boletus_edulis	Boletus edulis	60.483678	22.22911	237940.825	6714781.976	1	14.9975	15.8724	16.8614	6.2782	20.8742	0.6873	1.2713	3.0123	6	2017	8	236	1	1
boletus_edulis	Boletus edulis	60.482019	22.229268	237936.098	6714596.904	1000	11.4843	11.7525	12.6743	2.2207	17.4502	0.8628	2.1118	1.4708	9	2017	9	261	1	1
boletus_edulis	Boletus edulis	60.482182	22.230769	238019.767	6714609.046	1	6.739	6.8556	8.7601	-3.2189	15.248	2.1008	3.9233	2.8298	10	2017	10	293	1	1
other_agaricoid	Tricholoma batschii	60.282	22.231	236418.313	6692352.601	1	16.3224	16.7101	16.6702	11.5836	21.4885	1.1333	0.6568	1.8143	5	2026	8	227	0	1
boletus_edulis	Boletus edulis	60.478902	22.231535	238035.324	6714241.334	1000	11.8575	10.7179	11.9782	6.8945	18.9736	0.2709	0.6638	1.6447	5	2017	9	271	1	1
boletus_edulis	Boletus edulis	60.478932	22.231549	238036.334	6714244.614	1000	7.3404	8.4677	9.9728	3.3272	11.7192	3.607	3.7877	2.1735	9	2017	10	284	1	1
boletus_edulis	Boletus edulis	60.47784	22.233	238107.143	6714117.43	10	14.1428	15.7704	17.0092	7.2182	20.2156	7.6632	6.474	4.6715	10	2021	8	235	1	1
boletus_edulis	Boletus edulis	60.40847	22.23608	237717.058	6706392.807	100	17.8886	17.3656	17.5086	13.376	22.6425	5.8013	3.4606	2.0828	8	2023	8	217	1	1
other_agaricoid	Infundibulicybe gibba	60.40934	22.23762	237808.751	6706483.395	100	15.1451	16.3538	15.3793	10.5144	18.6981	10.0528	6.2494	4.0403	10	2025	9	263	0	1
boletus_edulis	Boletus edulis	60.40407	22.23899	237841.654	6705892.034	47	15.8074	16.1717	17.0358	11.3306	20.0308	1.7925	4.958	3.5448	10	2023	9	248	1	1
other_agaricoid	Lactarius flexuosus	60.486518	22.241198	238626.889	6715049.616	100	13.623	13.4809	15.2516	4.4621	20.4208	1.9703	1.0551	2.8201	6	2017	9	245	0	1
boletus_edulis	Boletus edulis	63.42678	22.24612	262889.277	7041945.847	10	15.3511	15.876	16.6638	10.9625	19.0304	2.4051	1.7303	2.4581	8	2023	8	239	1	1
other_agaricoid	Amanita fulva	60.487826	22.247054	238958.666	6715171.778	1000	13.1764	13.6204	15.2226	4.701	20.1648	2.0047	1.3272	2.9834	6	2017	9	244	0	1
other_agaricoid	Pleurotus ostreatus	60.44255	22.24827	238661.32	6710133.241	100	8.5943	7.1468	8.7459	-1.0097	13.3471	0.5571	0.7204	1.828	10	2022	11	305	0	1
boletus_edulis	Boletus edulis	61.20684	22.24876	244854.831	6795105.274	10	14.1637	15.3941	16.3701	8.4257	19.689	4.4218	3.9112	3.2279	12	2021	8	234	1	1
boletus_edulis	Boletus edulis	60.43679	22.2492	238666.115	6709489.161	10	7.7048	10.9292	13.2134	0.5807	14.3587	6.1959	3.5817	2.8704	8	2023	10	282	1	1
other_agaricoid	Hygrophoropsis aurantiaca	63.31279	22.25017	262149.553	7029255.898	10	11.6784	13.2212	15.0084	5.0556	17.7144	2.7195	4.3796	3.1671	10	2021	8	240	0	1
other_agaricoid	Chlorophyllum olivieri	63.31685	22.25211	262280.068	7029700.142	10	11.7909	11.7078	11.8775	7.2686	18.1801	0.0455	1.3154	3.2614	8	2020	10	277	0	1
boletus_edulis	Boletus edulis	60.492915	22.252828	239316.301	6715714.662	1000	6.9361	6.8592	9.7428	-3.4896	15.0882	1.5489	1.0775	2.3126	7	2018	10	283	1	1
boletus_edulis	Boletus edulis	60.23618	22.25604	237433.584	6687158.538	10	16.82	17.2532	17.3075	11.9908	21.1414	3.9483	2.3877	2.9599	10	2023	8	239	1	1
